OBJECTID,GEOID,STATE,COUNTY,TRACT,EACODE,EANAME,HCV_PUBLIC,HCV_PUBLIC_PCT,Shape__Area,Shape__Length
69583,39035115400,39,035,115400,,,95,14.97999954,1254506.19140625,5740.60352681434
69584,39035115700,39,035,115700,,,70,18.46999931,1575861.5625,5496.76398306961
69585,39035183402,39,035,183402,,,26,7.78000021,1178664.88671875,7996.91362979688
69586,39035182103,39,035,182103,,,,,4240368.296875,10685.3335384432
69587,39035183300,39,035,183300,,,,,6863115.15625,11252.076869486
69588,39035189105,39,035,189105,,,,,11912421.3554688,15360.2066571613
69591,39085206200,39,085,206200,,,,,12561979.1132813,21385.463220228
69592,39085201400,39,085,201400,,,,,5964378.24609375,12226.1168801228
69593,39035189107,39,035,189107,,,,,10291144.5,14931.3848886265
69594,39085200900,39,085,200900,,,,,4344570.73828125,11031.5416111327
69595,39085201000,39,085,201000,,,,,18451444.8867188,20311.7050145626
69596,39085201200,39,085,201200,,,,,6592291.640625,17073.9927386793
69597,39085201300,39,085,201300,,,48,4.84000015,6279477.5625,13282.0694752373
69598,39085201800,39,085,201800,,,,,3402406.17578125,8697.65217322086
69606,39035123501,39,035,123501,,,38,5.23999977,3609332.24609375,8645.70363497056
69607,39035123601,39,035,123601,,,,,2273860.9375,7310.77048517024
69619,39007001102,39,007,001102,,,,,203322744.269531,65839.1099246109
69620,39007000801,39,007,000801,,,,,24561948.5585938,21130.0281304838
69621,39007001001,39,007,001001,,,15,4.71999979,318399176.402344,74231.9797787632
69622,39007001002,39,007,001002,,,,,174502422.996094,63905.1176134328
69669,39035183501,39,035,183501,,,,,2677076.55078125,7993.45083109662
69670,39035183502,39,035,183502,,,22,3.6500001,2898605.6875,7529.69974875263
69671,39035183603,39,035,183603,,,35,13.67000008,915423.546875,3850.95946671602
69672,39035184103,39,035,184103,,,,,10768085.59375,13380.4770143446
69674,39085201600,39,085,201600,,,134,58.25999832,6723023.57421875,15046.2103586974
69675,39085201700,39,085,201700,,,139,9.18000031,8013961.23046875,13599.8781287076
69676,39085201900,39,085,201900,,,29,6.88999987,6381872.1328125,16574.4773196149
69702,39007001301,39,007,001301,,,,,344907337,75119.93898684
69708,39093021200,39,093,021200,,,11,1.67999995,6364453.796875,11789.6800103107
69709,39093071201,39,093,071201,,,77,7.94999981,2794262.8359375,7069.85744321689
69731,39093010400,39,093,010400,,,,,15287281.3203125,18556.3799198236
69744,39035115800,39,035,115800,,,90,13.76000023,2667522.140625,8420.1300629328
69745,39035116300,39,035,116300,,,35,10.39000034,972088.63671875,4006.38790622856
69746,39035116400,39,035,116400,,,98,17.06999969,1500528.6328125,5145.04908877705
69747,39035184108,39,035,184108,,,,,32547443.359375,23614.8391790658
69748,39035185101,39,035,185101,,,44,13.32999992,3013100.00390625,8017.94102126082
69749,39035185102,39,035,185102,,,21,6.76999998,1848237.11328125,5606.36390750819
69750,39035185103,39,035,185103,,,28,8.92000008,1722910.98828125,5823.88402987878
69751,39035185201,39,035,185201,,,29,9.69999981,1274228.43359375,4720.95295571444
69785,39085206500,39,085,206500,,,,,31213663.6835938,41468.2936379127
69787,39085206300,39,085,206300,,,,,58845373.6835938,44349.8965016747
69807,39035101400,39,035,101400,,,54,9.85000038,2279250.0234375,6703.94551924553
69808,39035101700,39,035,101700,,,70,8.68000031,1255945.25,5623.32143837138
69809,39035102101,39,035,102101,,,62,7.09000015,1217757.734375,4525.73983858137
69831,39035184104,39,035,184104,,,,,29127719.78125,27099.3293814775
69832,39035184105,39,035,184105,,,,,5811755.92578125,11224.93091006
69833,39035184106,39,035,184106,,,,,2732220.921875,7141.01594576118
69834,39035185202,39,035,185202,,,62,8.17000008,3158223.421875,8005.59679756291
69838,39035117800,39,035,117800,,,119,25,4073916.6953125,10505.1338184239
69839,39035118200,39,035,118200,,,43,14.97999954,1128659.671875,4387.71282520564
69840,39035186201,39,035,186201,,,,,10013468.2578125,12639.6038950853
69841,39035186103,39,035,186103,,,,,12233385.5546875,15753.1632497085
69842,39103415802,39,103,415802,,,,,9243792.40625,13257.9531664723
69843,39103415801,39,103,415801,,,,,6545227.13671875,10610.7083239955
69874,39085206400,39,085,206400,,,,,69652486.3320313,49349.0842027998
69879,39035136105,39,035,136105,,,,,10844230.2773438,13724.4195106903
69880,39035117203,39,035,117203,,,54,10.51000023,975329.91015625,4522.75848301274
69889,39035123602,39,035,123602,,,,,4085249.63671875,11231.3769595443
69890,39035123603,39,035,123603,,,,,2849490.58203125,9941.38531084813
69891,39035123700,39,035,123700,,,11,5.57999992,6214299.83203125,12683.827235819
69892,39035124202,39,035,124202,,,109,28.53000069,1559804.71484375,5876.00289764386
69893,39035124300,39,035,124300,,,36,5.17000008,2607067.9453125,6703.04184787669
69894,39035131103,39,035,131103,,,,,5900043.15625,10957.2914343321
69895,39035135106,39,035,135106,,,,,38419991.375,28249.4568478155
69896,39035136101,39,035,136101,,,,,12694526.3867188,15771.9505328094
69897,39035136103,39,035,136103,,,,,22599156.1757813,21824.3172284022
69928,39035118602,39,035,118602,,,32,3.53999996,795021.078125,4871.45770154327
69930,39035117400,39,035,117400,,,63,16.48999977,1337674.109375,5336.57450528425
69931,39035117500,39,035,117500,,,120,14.22000027,2249333.78125,6604.37595917035
69932,39035117600,39,035,117600,,,76,9.76000023,3104422.09765625,9394.74685286131
69933,39035117700,39,035,117700,,,76,7.17999983,3381154.0546875,9629.57558556307
69936,39085206600,39,085,206600,,,18,3.96000004,4717589.78125,15224.6002265765
69938,39103408303,39,103,408303,,,,,3756726.86328125,8965.70741181649
69939,39103408304,39,103,408304,,,,,6572419.71484375,12264.1215193824
69983,39035124600,39,035,124600,,,79,10.01000023,5025281.87109375,12019.7297303511
69984,39035126100,39,035,126100,,,139,16.20000076,3172305.07421875,8888.30500297723
69985,39035130104,39,035,130104,,,,,6993753.88671875,12448.0100004854
69987,39035137101,39,035,137101,,,12,1.41999996,9357349.65625,21646.8524480927
69988,39035137103,39,035,137103,,,,,5556046.4765625,10678.9978599869
69989,39035138105,39,035,138105,,,,,7124174.79296875,27494.6090315092
69990,39035192300,39,035,192300,,,,,8352391.74609375,16215.4465120574
70010,39035186104,39,035,186104,,,,,8813344.33984375,14837.2559864301
70011,39035186105,39,035,186105,,,,,6111762.91796875,9819.83506360022
70014,39035186106,39,035,186106,,,,,10231807.3515625,14681.1481649389
70015,39035186107,39,035,186107,,,,,18788772.4882813,17675.8638352637
70016,39035186202,39,035,186202,,,,,6717458.015625,10681.8781240227
70017,39035187103,39,035,187103,,,26,7.05000019,1670521.3828125,6770.08449787793
70018,39035186203,39,035,186203,,,,,14023242.7617188,16234.7773088018
70019,39035186205,39,035,186205,,,,,8423290.53515625,11962.3125469421
70020,39035186206,39,035,186206,,,,,17806333.2617188,20483.2790261871
70022,39103408102,39,103,408102,,,21,9.28999996,17455327.453125,22160.2285910881
70023,39103408305,39,103,408305,,,,,6411510.078125,11111.3074944269
70057,39093030102,39,093,030102,,,15,7.28000021,53202231.5351563,35457.3235876148
70058,39093080701,39,093,080701,,,,,19681327.6875,18182.0725032548
70059,39093094102,39,093,094102,,,,,59846092.8554688,34013.3055252965
70060,39093097401,39,093,097401,,,,,12162677.9179688,15474.5826608939
70063,39035198900,39,035,198900,,,59,10.75,1162084.21875,4958.14818940329
70064,39035197100,39,035,197100,,,,,19156565.0195313,20973.9552044643
70065,39035101201,39,035,101201,,,24,2.03999996,1217673.52734375,5233.90733561582
70066,39035198000,39,035,198000,,,58,10.64000034,3572513.828125,9119.67958709483
70067,39035160603,39,035,160603,,,18,1.70000005,440572.5703125,4096.32030796407
70068,39035197300,39,035,197300,,,33,2.86999989,1620073.99609375,6428.45839052329
70069,39035197500,39,035,197500,,,65,4.98999977,2381739.73046875,7685.41796621922
70078,39035192800,39,035,192800,,,,,4856705.57421875,14351.7975631936
70079,39035192900,39,035,192900,,,,,25623523.1640625,30468.3160785997
70109,39103417002,39,103,417002,,,,,24604564.4726563,21271.9684087278
70110,39103417001,39,103,417001,,,13,2.8599999,9672527.203125,17350.1881492197
70121,39103406000,39,103,406000,,,,,118871206.671875,44696.1503558319
70133,39035122100,39,035,122100,,,68,15.42000008,2876753.01171875,7575.30260426078
70150,39093094101,39,093,094101,,,,,159195539.449219,51305.8350833289
70151,39093097201,39,093,097201,,,35,8.01000023,23899099.046875,24723.6612442421
70152,39093050302,39,093,050302,,,,,24439729.7226563,26912.667577444
70153,39035198400,39,035,198400,,,27,2.88000011,4011153.4296875,9223.06932754737
70154,39093013201,39,093,013201,,,,,27062410.7929688,22024.5413797519
70155,39035198100,39,035,198100,,,61,9.73999977,1178667.4765625,4930.6861989092
70156,39035198700,39,035,198700,,,77,11.34000015,2163470.09375,6874.71195013826
70157,39035161900,39,035,161900,,,,,1656356.86328125,6168.52230516015
70158,39035114800,39,035,114800,,,16,2.1400001,2236145.125,7255.04887998072
70159,39035199200,39,035,199200,,,47,11.60000038,1394647.23046875,6676.60680141652
70160,39035199000,39,035,199000,,,39,12.34000015,1344179.03125,5430.99027387784
70161,39035198800,39,035,198800,,,60,11.17000008,1428838.47265625,5744.91112928898
70162,39035197200,39,035,197200,,,116,15.48999977,4514371.9609375,11172.7976954868
70164,39035981000,39,035,981000,,,,,5942458.9296875,16130.8155584041
70179,39093070102,39,093,070102,,,21,2.43000007,6733036.234375,15251.1369983608
70181,39093071100,39,093,071100,,,27,6.76999998,3780635.87109375,9260.702449698
70182,39093080104,39,093,080104,,,,,6008237.0234375,10401.2921039485
70222,39035122200,39,035,122200,,,75,23.95999908,3351833.09765625,9388.24757942113
70223,39035123400,39,035,123400,,,,,4492088.3515625,13795.4222274075
70236,39093030101,39,093,030101,,,,,4707996.125,15306.4748693704
70237,39093013102,39,093,013102,,,,,18936322.7304688,20072.807002931
70238,39093050301,39,093,050301,,,,,13054581.8945313,20311.2661162832
70239,39093097202,39,093,097202,,,28,4.98999977,9506820.33203125,13868.6969296991
70240,39093013202,39,093,013202,,,143,17.14999962,20242016.9492188,18644.919154104
70241,39035199300,39,035,199300,,,62,11.76000023,2290083.04296875,9851.11859313305
70242,39035198500,39,035,198500,,,39,10.71000004,2479833.01953125,7164.53967159824
70243,39035198600,39,035,198600,,,124,7.88999987,3502945.97265625,8948.00194163882
70244,39035198200,39,035,198200,,,112,15.80000019,7018913.77734375,14369.8005189562
70245,39035175108,39,035,175108,,,,,2708511.9921875,7111.88315473344
70246,39035175107,39,035,175107,,,,,10795270.6953125,13881.1776078679
70247,39035131105,39,035,131105,,,,,8100007.48046875,15083.4403854103
70252,39007000601,39,007,000601,,,79,12.89000034,5522873.0625,12745.8041893382
70266,39093071500,39,093,071500,,,,,31714015.625,29187.243534132
70269,39093080500,39,093,080500,,,,,35334648.015625,23832.390371398
70270,39093080600,39,093,080600,,,,,19690762.9257813,20559.1885512739
70271,39093091100,39,093,091100,,,,,59487954.3164063,32888.6180957389
70327,39085202901,39,085,202901,,,,,7117250.52734375,13185.8107980365
70328,39085201101,39,085,201101,,,,,499142.9921875,3583.58465666503
70399,39103416100,39,103,416100,,,,,23780759.4804688,20190.7462609041
70400,39103412000,39,103,412000,,,,,116106901.949219,43141.8135907987
70410,39035174103,39,035,174103,,,,,9323867.01171875,18674.5944601018
70411,39035174104,39,035,174104,,,,,3447420.61328125,8484.17790211222
70412,39035174204,39,035,174204,,,,,5926623.0390625,11122.6929012429
70488,39103405000,39,103,405000,,,,,106745088.074219,41432.3316549766
70489,39103407000,39,103,407000,,,,,76387287.109375,40968.8716622929
70505,39035107701,39,035,107701,,,16,0.5,3759738.80859375,12140.0923511931
70509,39035138108,39,035,138108,,,,,2880588.37890625,7024.90040905691
70512,39035106200,39,035,106200,,,19,2.28999996,1850091.70703125,6857.01012077454
70513,39035106600,39,035,106600,,,28,4.28000021,2794599.4453125,8875.55953847426
70514,39035106900,39,035,106900,,,,,2260649.75390625,6605.61792093154
70549,39093080101,39,093,080101,,,,,3466551.078125,8258.82546682473
70550,39093024000,39,093,024000,,,113,17.96999931,3361748.02734375,8961.75292448946
70551,39093070300,39,093,070300,,,58,6.96999979,18476663.265625,28309.8184395349
70588,39035190505,39,035,190505,,,,,13863138.828125,16538.1682093276
70589,39035172104,39,035,172104,,,,,1455839.859375,5610.79918756397
70590,39035198300,39,035,198300,,,86,5.88999987,12681081.8203125,17567.7219444006
70591,39035197000,39,035,197000,,,46,4.96000004,9823919.98046875,15124.0626420126
70595,39035133104,39,035,133104,,,174,14.72999954,7003526.7890625,11018.802798918
70596,39035131104,39,035,131104,,,17,0.94,4402497.12109375,9779.23451759455
70597,39035132100,39,035,132100,,,46,4.0999999,6947596.74609375,11466.0739623093
70598,39035132302,39,035,132302,,,61,10.80000019,3415545.953125,10206.803981863
70599,39035135103,39,035,135103,,,,,6227040.59765625,11943.1458238451
70600,39035134203,39,035,134203,,,,,6775185.29296875,16750.7654637834
70601,39035134205,39,035,134205,,,,,3185448.796875,9352.32992659924
70602,39035138109,39,035,138109,,,,,7385439.51953125,13640.0387597137
70603,39035140600,39,035,140600,,,22,13.02000046,993642.62890625,5597.83999579042
70604,39035140701,39,035,140701,,,66,13.17000008,1889017.1875,5696.7015645178
70605,39035140800,39,035,140800,,,20,2.01999998,3392727.90234375,7445.8492363813
70606,39035141200,39,035,141200,,,21,2.33999991,2404888.484375,7537.20842436449
70607,39035141400,39,035,141400,,,,,2692152.1171875,7833.15408745323
70608,39035141500,39,035,141500,,,,,1722700,6986.86770958933
70609,39035150100,39,035,150100,,,103,19.25,1568246.16015625,5629.58847233886
70610,39035150300,39,035,150300,,,41,12.85000038,963780.07421875,4787.48840849053
70611,39035134300,39,035,134300,,,,,4785682.63671875,11375.8137222746
70612,39035135104,39,035,135104,,,,,17823446.2578125,19988.6889854585
70622,39035194100,39,035,194100,,,,,31288662.7421875,28717.008645997
70642,39085204900,39,085,204900,,,13,5.75,24820772.9414063,31942.5079217411
70643,39093092100,39,093,092100,,,,,123493144.71875,51927.966820756
70644,39093096100,39,093,096100,,,,,103230396.132813,41847.1969661322
70645,39093070902,39,093,070902,,,27,2.82999992,12201109.3710938,15029.1717832714
70646,39093070101,39,093,070101,,,,,8918039.80078125,19764.509885206
70647,39093070500,39,093,070500,,,77,13.18000031,3301161.4765625,10718.0634876966
70662,39093013101,39,093,013101,,,,,29936781.7070313,22841.0061202375
70663,39093097500,39,093,097500,,,185,14.89999962,11899787.3085938,16945.9655332431
70664,39093097402,39,093,097402,,,,,8114812.95703125,12118.6071349713
70668,39035199100,39,035,199100,,,53,12.13000011,1501166.171875,5614.90010672752
70683,39035150400,39,035,150400,,,27,11.10999966,753088.5625,3771.64544942726
70684,39035151200,39,035,151200,,,128,18,1464203.1953125,6754.85104776132
70685,39035151300,39,035,151300,,,21,2.81999993,2559130.26171875,7140.10955084963
70686,39035151600,39,035,151600,,,82,12.81000042,1574232.40625,5444.79196173963
70687,39035194300,39,035,194300,,,,,18264170.2148438,22036.0681125776
70693,39035152302,39,035,152302,,,53,10.36999989,3044936.76953125,7806.0082609808
70719,39085204500,39,085,204500,,,89,8.73999977,2663989.53125,7258.87059531192
70720,39085204800,39,085,204800,,,14,4.01999998,29098480.9453125,29959.4627036561
70721,39035187104,39,035,187104,,,,,2087698.25390625,6621.29531379458
70722,39085200200,39,085,200200,,,14,4.55000019,1654999.94140625,5658.66605776463
70725,39085202700,39,085,202700,,,,,17874236.5390625,20744.0960322576
70764,39035980200,39,035,980200,,,,,1151436.07421875,6474.93628290975
70765,39035980900,39,035,980900,,,,,1964908.41796875,8315.90784146973
70778,39035152400,39,035,152400,,,48,16.15999985,1098500.8203125,4146.29988199977
70779,39035152501,39,035,152501,,,61,8.02999973,2498374.58984375,6471.3227358603
70780,39035152502,39,035,152502,,,64,11.56999969,6426621.80859375,14141.24869903
70781,39035152701,39,035,152701,,,478,30.92000008,1547555.80078125,6222.29556298055
70782,39035153105,39,035,153105,,,,,2910189.00390625,9097.70495191106
70783,39035153106,39,035,153106,,,,,3550348.3984375,9334.97049324514
70792,39085203200,39,085,203200,,,19,2.71000004,9016391.28515625,13614.7115083139
70799,39085203000,39,085,203000,,,,,9230585.59375,17763.1216853573
70800,39085202800,39,085,202800,,,,,11397619.1132813,17585.2180557987
70801,39085205701,39,085,205701,,,,,31237508.1914063,24926.7095247916
70802,39085205800,39,085,205800,,,,,51909766.5351563,35698.799428342
70842,39085200700,39,085,200700,,,28,4.84000015,3393175.80859375,7784.81877126199
70863,39035111700,39,035,111700,,,23,8.10000038,709289.18359375,3951.37466835677
70864,39035177606,39,035,177606,,,,,5693069.33203125,11691.2935902811
70865,39035177607,39,035,177607,,,,,5366032.73828125,9502.07505365573
70866,39085202000,39,085,202000,,,26,4.01999998,10678243.0195313,18175.4243625501
70867,39035119502,39,035,119502,,,85,7.73999977,615751.71484375,4606.03863506391
70868,39035119600,39,035,119600,,,75,13.60999966,2198786.23046875,6279.68279402085
70869,39085205002,39,085,205002,,,,,32690345.8007813,34135.8263850825
70870,39085990000,39,085,990000,,,,,435023.23828125,36787.2586849412
70871,39085202600,39,085,202600,,,11,3.54999995,13494428.9960938,20160.9742228692
70872,39035121300,39,035,121300,,,54,13.27000046,2369339.453125,6828.22469091008
70873,39035120200,39,035,120200,,,49,8.46000004,1283153.55078125,5799.85762545377
70874,39035120400,39,035,120400,,,53,10.21000004,1646769.5859375,5933.04309220554
70875,39035120801,39,035,120801,,,86,14.5,1101278.4375,4746.22064023394
70876,39035121100,39,035,121100,,,55,13.28999996,1190369.8671875,4436.40937973571
70877,39035121200,39,035,121200,,,49,16.06999969,824026.15625,3797.30471277894
70878,39035121500,39,035,121500,,,77,16.92000008,1566443.77734375,5155.9832811469
70879,39085201500,39,085,201500,,,,,14284625.8125,24269.2908877184
70897,39035189108,39,035,189108,,,,,12936382.0859375,20318.3592721733
70898,39035189110,39,035,189110,,,,,11115671.4765625,15444.0887786197
70900,39035189111,39,035,189111,,,,,12719076.3984375,17795.3155770363
70901,39035190502,39,035,190502,,,,,12321634.6523438,29734.6887762004
70902,39035190503,39,035,190503,,,,,3116761.578125,7827.30643730679
70916,39055310100,39,055,310100,,,,,119252792.261719,43725.2285092808
70917,39055311500,39,055,311500,,,,,93796604.2851563,41523.8611747196
70934,39035152102,39,035,152102,,,116,14.55000019,2553133.16015625,7727.51006684546
70964,39035119701,39,035,119701,,,123,26.38999939,939861.14453125,4402.83268185222
70965,39035119800,39,035,119800,,,89,12.59000015,1797929.89453125,6091.73472967104
70966,39035121800,39,035,121800,,,51,23.5,1185174.5546875,4337.75330613852
70967,39035121900,39,035,121900,,,38,18.71999931,1275836.29296875,4777.0550862418
70968,39035187105,39,035,187105,,,,,2220526.55859375,7966.15518456603
70969,39035187106,39,035,187106,,,,,2459571.19921875,6995.1871977402
70970,39035188103,39,035,188103,,,72,20.69000053,2597325.05859375,7239.36213275788
70988,39093090200,39,093,090200,,,,,69130642.4726563,45359.1960217839
